English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
cookie,biscotto,/biskɔtːo/,"At that, all the cookies were gone.","A quel punto, tutti i biscotti erano spariti.","/a kwel punto, tutːɪ i biskɔtːɪ ɛrano sparitɪ./",A1,Social,"A1,Social",
cooking,cottura,/kotːura/,How does cooking affect the cellulose of foods?,In che modo la cottura influisce sulla cellulosa degli alimenti?,/in ke mɔdo la kotːura inflʊiʃe sʊlla tʃellʊloza deʎɪ alimentɪ?/,A1,Food,"A1,Food",
cool,fresco,/fresko/,The garden was cool and solitary.,Il giardino era fresco e solitario.,/il dʒardino ɛra fresko e solitario./,A1,Grammar,"A1,Grammar",
cop,poliziotto,/politsjɔtːo/,Mennad went to call the cops.,Mennad andò a chiamare la polizia.,/mennad andɔ a kjamare la politsia./,A1,Social,"A1,Social",
copy,copia,/kɔpia/,Have you a copy with you?,Ne ha una copia con sé?,/ne a ʊna kɔpia kon se?/,A1,Social,"A1,Social",
corn,mais,/majs/,My corn-husker--does that ever give me insolence?,Il mio spaccalegna... mi ha mai dato dell'insolente?,/il mio spakːaleɲɲa... mɪ a maj dato dellinsolɛnte?/,A1,Food,"A1,Food",
corner,angolo,/aŋɡolo/,It was an awkward corner.,Era un angolo scomodo.,/ɛra ʊn aŋɡolo skɔmodo./,A1,Shopping,"A1,Shopping",
correct,corretto,/korɾɛtːo/,She was correct as usual.,"Aveva ragione, come al solito.","/aveva radʒoːne, kome al sɔlito./",A1,Grammar,"A1,Grammar",
cost,costo,/kɔsto/,"I will, at any cost.","Lo farò, ad ogni costo.","/lo faɾɔ, ad oɲɲɪ kɔsto./",A1,Shopping,"A1,Shopping",
couch,divano,/divano/,"No fireside couch was there, to invite repose and comfort.","Non c'era il divano del caminetto, per invitare al riposo e al comfort.","/non tʃɛra il divano del kaminetːo, per invitare al ripɔzo e al komfort./",A1,Shopping,"A1,Shopping",
could,potrebbe,/potrɛbːe/,What could the baron do?,Cosa poteva fare il barone?,/kɔza potɛva fare il barone?/,A1,,A1,
country,Paese,/paeze/,Yours is a glorious country.,Il vostro è un Paese glorioso.,/il vɔstro e ʊn paeze ɡloriozo./,A1,Professional,"A1,Professional",
course,corso,/korso/,What course do we pursue?,Quale strada seguire?,/kwale strada seɡwire?/,A1,Food,"A1,Food",
cousin,cugino,/kʊdʒino/,Even if we are cousins.,Anche se siamo cugini.,/anke se sjamo kʊdʒinɪ./,A1,Social,"A1,Social",
cover,copertura,/kopertura/,"Will you cover, then, sir?","Allora, signore, mi coprirà?","/allora, siɲore, mɪ kopriɾa?/",A1,Shopping,"A1,Shopping",
cow,mucca,/mukːa/,Suppose there was a flayed cow.,Supponiamo che ci sia una mucca scuoiata.,/sʊpːonjamo ke tʃɪ sia ʊna mukːa skʊoiata./,A1,Social,"A1,Social",
cream,crema,/krɛma/,What content of fat should cream contain?,Quale contenuto di grassi deve avere la panna?,/kwale kontenuto dɪ ɡrassɪ dɛve avere la panna?/,A1,Food,"A1,Food",
create,creare,/kreare/,This being you must create.,Questo essere si deve creare.,/kwesto ɛssere sɪ dɛve kreare./,A1,Food,"A1,Food",
credit,credito,/kredito/,"It does her credit, Mat!","Le fa onore, Mat!","/le fa onore, mat!/",A1,Social,"A1,Social",
cry,piangere,/pjandʒere/,I gave a loud cry.,Ho lanciato un forte grido.,/o lantʃato ʊn fɔrte ɡrido./,A1,Social,"A1,Social",
culture,cultura,/kʊltura/,The Buddha did not live in a Buddhist culture.,Il Buddha non visse in una cultura buddista.,/il budːa non visse in ʊna kʊltura bʊdːista./,A1,Grammar,"A1,Grammar",
cup,tazza,/tatsːa/,Fill till the cup be hid.,Riempire fino a coprire la tazza.,/riempire fino a koprire la tatsːa./,A1,Food,"A1,Food",
customer,cliente,/kliɛnte/,"You minion, you, are these your customers?","Tu, tirapiedi, tu, questi sono i tuoi clienti?","/tu, tirapjɛdɪ, tu, kwestɪ sono i tʊɔi kliɛntɪ?/",A1,Social,"A1,Social",
cut,taglio,/taʎo/,Who will cut the weed?,Chi taglierà l'erba?,/kɪ taʎeɾa lɛrba?/,A1,Social,"A1,Social",
cute,carino,/karino/,"I was very cute, I asked him what he meant.",Ero molto carino e gli chiesi cosa intendesse.,/ɛro molto karino e ʎɪ kjɛzɪ kɔza intendɛsse./,A1,Grammar,"A1,Grammar",
dad,papà,/papa/,He had some er de dad-fetchedes’ ways I ever see.,Aveva un modo di fare da padre che non ho mai visto.,/aveva ʊn mɔdo dɪ fare da padre ke non o maj visto./,A1,Social,"A1,Social",
daddy,papà,/papa/,"And he stayed three weeks, until Daddy told him he had to get out.","E rimase tre settimane, finché il papà non gli disse che doveva andarsene.","/e rimaze tre setːimane, finke il papa non ʎɪ disse ke dovɛva andarsene./",A1,Social,"A1,Social",
dance,danza,/dantsa/,You had much better dance.,Avresti dovuto ballare molto di più.,/avrestɪ dovuto ballare molto dɪ pju./,A1,Social,"A1,Social",
dancer,ballerina,/ballerina/,His father was a dancer.,Suo padre era un ballerino.,/sʊo padre ɛra ʊn ballerino./,A1,Social,"A1,Social",
dancing,danza,/dantsa/,Saracco’s dancing-rooms were then much resorted to.,Le sale da ballo di Saracco erano allora molto frequentate.,/le sale da ballo dɪ saɾakːo ɛrano allora molto frekwentate./,A1,Food,"A1,Food",
dangerous,pericoloso,/perikolozo/,"Because it’s dangerous, ” says she.","Perché è pericoloso"", dice lei.","/perke e perikolozo"", ditʃe lɛi./",A1,Grammar,"A1,Grammar",
dark,scuro,/skuro/,What is this dark mystery?,Che cos'è questo oscuro mistero?,/ke kozɛ kwesto oskuro mistɛro?/,A1,Time & Quantity,"A1,Time & Quantity",
date,data,/data/,What date did you have?,Che appuntamento avete avuto?,/ke apːʊntamento avete avuto?/,A1,Social,"A1,Social",
daughter,figlia,/fiʎa/,"It’s HIS daughter, is it?","E' sua figlia, vero?","/e sʊa fiʎa, vero?/",A1,Social,"A1,Social",
day,giorno,/dʒorno/,They were both buried to-day.,Entrambi sono stati sepolti oggi.,/entrambɪ sono statɪ sepoltɪ ɔdʒːɪ./,A1,Social,"A1,Social",
dear,caro,/karo/,"It was the mendicants, dear.","Sono stati i mendicanti, cara.","/sono statɪ i mendikantɪ, kaɾa./",A1,Social,"A1,Social",
decide,decidere,/detʃidere/,The future would decide that.,Il futuro lo deciderà.,/il fʊturo lo detʃideɾa./,A1,Social,"A1,Social",
delicious,delizioso,/delitsjozo/,The June weather was delicious.,Il clima di giugno è stato delizioso.,/il klima dɪ dʒuɲɲo e stato delitsjozo./,A1,Food,"A1,Food",
describe,descrivere,/deskrivere/,How can I describe it?,Come posso descriverlo?,/kome pɔsso deskriverlo?/,A1,Activities,"A1,Activities",
description,descrizione,/deskritsione/,"By description, ” was the reply.","Per descrizione"", fu la risposta.","/per deskritsione"", fʊ la risposta./",A1,Social,"A1,Social",
design,design,/dezaɪn/,It was a noble design.,Era un progetto nobile.,/ɛra ʊn prodʒɛtːo nɔbile./,A1,Food,"A1,Food",
desk,scrivania,/skrivania/,"Miss March, come to the desk.","Signorina March, venga alla scrivania.","/siɲorina martʃ, veŋɡa alla skrivania./",A1,Shopping,"A1,Shopping",
detail,dettaglio,/detːaʎo/,The details were few and startling.,I dettagli erano pochi e sorprendenti.,/i detːaʎɪ ɛrano pɔkɪ e sorprendɛntɪ./,A1,Social,"A1,Social",
dialogue,dialogo,/djaloɡo/,The above short dialogue took place as Mr.,Il breve dialogo di cui sopra ha avuto luogo mentre Mr.,/il brɛve djaloɡo dɪ kuj sopra a avuto lʊɔɡo mentre ɛmmeɛrɾe./,A1,Social,"A1,Social",
dictionary,dizionario,/ditsjonario/,What a useful work a Dictionary is!,Che opera utile è un Dizionario!,/ke ɔpera utile e ʊn ditsjonario!/,A1,Social,"A1,Social",
did,fatto,/fatːo/,How did you get here?,Come sei arrivato qui?,/kome sɛi arɾivato kwi?/,A1,Food,"A1,Food",
die,dado,/dado/,Now the king will die!,Ora il re morirà!,/ora il rɛ moriɾa!/,A1,Shopping,"A1,Shopping",
diet,dieta,/djɛta/,"Fruit, by the bye, was all their diet.","La frutta, tra l'altro, era tutta la loro dieta.","/la frutːa, tra laltro, ɛra tutːa la lɔro djɛta./",A1,Food,"A1,Food",
difference,differenza,/differɛntsa/,It would make no difference!,Non farebbe alcuna differenza!,/non farɛbːe alkʊna differɛntsa!/,A1,Social,"A1,Social",
different,diverso,/divɛrso/,"But, Art, this is different.","Ma, Art, questo è diverso.","/ma, art, kwesto ɛ divɛrso./",A1,Grammar,"A1,Grammar",
difficult,difficile,/diffitʃile/,She will find it difficult.,Per lei sarà difficile.,/per lɛi saɾa diffitʃile./,A1,Grammar,"A1,Grammar",
dig,scavare,/skavare/,"Dig, and you will find it.",Scavate e lo troverete.,/skavate e lo troverete./,A1,Social,"A1,Social",
dining,pranzo,/praŋdzo/,There was an uproar in the dining hall.,Nella sala da pranzo si è scatenato un putiferio.,/nella sala da praŋdzo sɪ e skatenato ʊn pʊtifɛrio./,A1,Activities,"A1,Activities",
dinner,cena,/tʃena/,I have come to dinner.,Sono venuto a cena.,/sono venuto a tʃena./,A1,Food,"A1,Food",
dirty,sporco,/spɔrko/,It was a very dirty place.,Era un posto molto sporco.,/ɛra ʊn posto molto spɔrko./,A1,Grammar,"A1,Grammar",
discuss,discutere,/diskutere/,"Brahmin, we can discuss this.","Bramino, possiamo discuterne.","/bramino, possjamo diskuterne./",A1,Shopping,"A1,Shopping",
dish,piatto,/pjatːo/,He will to his Egyptian dish again.,Tornerà al suo piatto egiziano.,/torneɾa al sʊo pjatːo edʒitsjano./,A1,Social,"A1,Social",
do,fare,/fare/,"I do, indeed, ’ replied Nicholas.","Lo so, infatti"", rispose Nicholas.","/lo sɔ, infatːɪ"", rispoze nikolas./",A1,Social,"A1,Social",
doctor,medico,/mɛdiko/,Do you know--what’s a-name--Doctors’ Commons?,"Conosci... come si chiama... il ""Doctors' Commons""?","/konoʃɪ... kome sɪ kjama... iːl ""doktɔrs kommons""?/",A1,Social,"A1,Social",
does,fa,/fa/,When does she come down?,Quando scende?,/kwando ʃɛnde?/,A1,Food,"A1,Food",
dog,cane,/kane/,Dogs are disgusting and repulsive.,I cani sono disgustosi e ripugnanti.,/i kanɪ sono dizɡʊstɔzɪ e ripʊɲantɪ./,A1,Social,"A1,Social",
doing,facendo,/fatʃɛndo/,What have you been doing?,Che cosa hai fatto?,/ke kɔza aj fatːo?/,A1,Food,"A1,Food",
doll,bambola,/bambola/,"Yea, will you come, Doll?","Sì, vuoi venire, Bambola?","/siː, vʊɔi venire, bambola?/",A1,Social,"A1,Social",
dollar,dollaro,/dɔllaro/,That dog will cost you ten dollars.,Quel cane vi costerà dieci dollari.,/kwel kane vɪ kosteɾa djɛtʃɪ dɔllarɪ./,A1,Social,"A1,Social",
door,porta,/pɔrta/,I went to the door.,Sono andato alla porta.,/sono andato alla pɔrta./,A1,Shopping,"A1,Shopping",
down,giù,/dʒu/,When does she come down?,Quando scende?,/kwando ʃɛnde?/,A1,Social,"A1,Social",
downstairs,al piano di sotto,/al pjano dɪ sotːo/,"He goes downstairs, and Mr.",Scende al piano di sotto e Mr.,/ʃɛnde al pjano dɪ sotːo e ɛmmeɛrɾe./,A1,Grammar,"A1,Grammar",
drama,dramma,/dramma/,The truth—the tragedy—of the drama was no more.,"La verità, la tragedia del dramma non c'era più.","/la verita, la tradʒɛdia del dramma non tʃɛra pju./",A1,Social,"A1,Social",
draw,sorteggio,/sortedʒːo/,"Draw, if you be men.","Disegnate, se siete uomini.","/dizeɲate, se sjete wɔminɪ./",A1,Social,"A1,Social",
dream,sogno,/soɲɲo/,You don’t have bad dreams.,Non si fanno brutti sogni.,/non sɪ fanno brutːɪ soɲɲɪ./,A1,Food,"A1,Food",
dress,abito,/abito/,And how does a mendicant dress wounds?,E come si vestono le ferite di un mendicante?,/e kome sɪ vɛstono le ferite dɪ ʊn mendikante?/,A1,Food,"A1,Food",
drink,bevanda,/bevanda/,"Drink, drink; you must drink.","Bevete, bevete; dovete bere.","/bevete, bevete; dovete bere./",A1,Food,"A1,Food",
drive,guida,/ɡwida/,You may drive an easy bargain.,Potreste fare un affare facile.,/potrɛste fare ʊn affare fatʃile./,A1,Food,"A1,Food",
driver,autista,/aʊtista/,"I had forgotten the driver, ” said Miss Bartlett, reddening.","Avevo dimenticato l'autista"", disse Miss Bartlett, arrossendo.","/avevo dimentikato laʊtista"", disse miss bartletː, arɾossɛndo./",A1,Social,"A1,Social",
drop,goccia,/ɡotʃːa/,She will drop the acquaintance entirely.,Abbandonerà completamente la conoscenza.,/abːandoneɾa kompletamente la konoʃɛntsa./,A1,Food,"A1,Food",
drum,tamburo,/tamburo/,Why does the drum come hither?,Perché il tamburo viene qui?,/perke il tamburo vjɛne kwi?/,A1,Food,"A1,Food",
dry,asciutto,/aʃutːo/,This chapter is particularly dry.,Questo capitolo è particolarmente asciutto.,/kwesto kapitolo e partikolarmente aʃutːo./,A1,Social,"A1,Social",
due,dovuto,/dovuto/,To what is it due?,A cosa è dovuto?,/a kɔza e dovuto?/,A1,Grammar,"A1,Grammar",
during,durante,/dʊrante/,During lunch he told us that Mrs.,Durante il pranzo ci ha detto che Mrs.,/dʊrante il praŋdzo tʃɪ a detːo ke ɛmmeɛrɾeɛsse./,A1,,A1,
each,ciascuno,/tʃaskuno/,They were handsomer each season.,Ogni stagione erano più belli.,/oɲɲɪ stadʒone ɛrano pjʊ bɛllɪ./,A1,Grammar,"A1,Grammar",
each,ciascuno,/tʃaskuno/,They were handsomer each season.,Ogni stagione erano più belli.,/oɲɲɪ stadʒone ɛrano pjʊ bɛllɪ./,A1,Grammar,"A1,Grammar",
ear,orecchio,/orekːio/,You have a quick ear.,Hai un orecchio veloce.,/aj ʊn orekːio velotʃe./,A1,Grammar,"A1,Grammar",
early,presto,/prɛsto/,"Oh, he was early there.","Oh, era in anticipo.","/oː, ɛra in antitʃipo./",A1,Grammar,"A1,Grammar",
east,est,/est/,I come from the east.,Vengo dall'est.,/veŋɡo dallɛst./,A1,Social,"A1,Social",
easy,facile,/fatʃile/,To prove this is easy.,Dimostrarlo è facile.,/dimostrarlo e fatʃile./,A1,Grammar,"A1,Grammar",
eat,mangiare,/mandʒare/,May the worthy Gotama eat!,Che il degno Gotama possa mangiare!,/ke il deɲɲo ɡotama pɔssa mandʒare!/,A1,Food,"A1,Food",
egg,uovo,/wɔvo/,This is called reproduction from an egg.,Si tratta della cosiddetta riproduzione da uovo.,/sɪ tratːa della kozidːetːa riprodʊtsione da wɔvo./,A1,Food,"A1,Food",
eight,otto,/ɔtːo/,These are the eight assemblies.,Queste sono le otto assemblee.,/kweste sono le ɔtːo assemblɛe./,A1,Time & Quantity,"A1,Time & Quantity",
eighteen,diciotto,/ditʃɔtːo/,"Eighteen-pence would do it, ’ said Mr.","Diciotto pence basterebbero"", ha detto Mr.","/ditʃɔtːo pɛntʃe basterebːero"", a detːo ɛmmeɛrɾe./",A1,Time & Quantity,"A1,Time & Quantity",
eighty,ottanta,/otːanta/,He’ll be eighty-two next birthday.,Il prossimo compleanno compirà ottantadue anni.,/il prɔssimo kompleanno kompiɾa otːantadue annɪ./,A1,Time & Quantity,"A1,Time & Quantity",
either,o,/ɔː/,They could be called either.,Potrebbero essere chiamati in entrambi i modi.,/potrebːero ɛssere kjamatɪ in entrambɪ i mɔdɪ./,A1,Grammar,"A1,Grammar",
elementary,elementare,/elementare/,"It is a radical, a primitive impulse—elementary.","È un impulso radicale, primitivo, elementare.","/e ʊn impulso radikale, primitivo, elementare./",A1,Grammar,"A1,Grammar",
elephant,elefante,/elefante/,And that elephant did the same.,E quell'elefante fece lo stesso.,/e kwellelefante fetʃe lo stesso./,A1,Social,"A1,Social",
eleven,undici,/unditʃɪ/,It was late--past eleven o’clock.,"Era tardi, le undici passate.","/ɛra tardɪ, le unditʃɪ passate./",A1,Time & Quantity,"A1,Time & Quantity",
else,altro,/altro/,What else do you hear?,Cos'altro senti?,/kozaːltro sentɪ?/,A1,,A1,
email,e-mail,/emeil/,Have emails replaced letters in today's world?,Le e-mail hanno sostituito le lettere nel mondo di oggi?,/le emeil anno sostitʊito le lɛtːere nel mondo dɪ ɔdʒːɪ?/,A1,Social,"A1,Social",
end,fine,/fine/,And I saw them end.,E li ho visti finire.,/e lɪ o vistɪ finire./,A1,Social,"A1,Social",
engineer,ingegnere,/indʒeɲɛre/,"So we see him henceforth styling himself ""engineer, geographer, and royal pensioner at Charenton.","Così lo vediamo d'ora in poi definirsi ""ingegnere, geografo e pensionato reale a Charenton"".","/kozi lo vedjamo dora in pɔi definirsɪ ""indʒeɲɛre, dʒeɔɡrafo e pensjonato reale a tʃarenton""./",A1,Social,"A1,Social",
enjoy,godere,/ɡodere/,May you enjoy it too!,Che possa piacere anche a voi!,/ke pɔssa pjatʃere anke a voi!/,A1,Food,"A1,Food",
enough,abbastanza,/abːastantsa/,"Enough, Puṇṇa, let it be.","Basta, Puṇṇa, lascia che sia.","/basta, pi u letːeːraunoeːkwatːrosɛtːe letːeːraunoeːkwatːrosɛtːe a, laʃa ke sia./",A1,Time & Quantity,"A1,Time & Quantity",
euro,euro,/ɛʊro/,Can you give me a euro?,Può darmi un euro?,/pʊɔ darmɪ ʊn ɛʊro?/,A1,Time & Quantity,"A1,Time & Quantity",
even,anche,/anke/,"He was direct, blunt even.","Era diretto, addirittura schietto.","/ɛra dirɛtːo, adːiritːura skjetːo./",A1,Time & Quantity,"A1,Time & Quantity",
evening,sera,/sera/,The summer evenings were long.,Le serate estive erano lunghe.,/le serate estive ɛrano luŋɡe./,A1,Time & Quantity,"A1,Time & Quantity",
event,evento,/evɛnto/,Here was an untoward event!,Ecco un evento spiacevole!,/ɛkːo ʊn evɛnto spjatʃevole!/,A1,Health,"A1,Health",
ever,mai,/maj/,Do I ever leave you?,Ti lascio mai?,/tɪ laʃo maj?/,A1,Grammar,"A1,Grammar",
every,ogni,/oɲɲɪ/,It is every way horrible!,E' orribile in tutti i sensi!,/e orɾibile in tutːɪ i sɛnsɪ!/,A1,Grammar,"A1,Grammar",
everybody,tutti,/tutːɪ/,It is what everybody says.,È quello che dicono tutti.,/e kwello ke dikono tutːɪ./,A1,,A1,
everyday,tutti i giorni,/tutːɪ i dʒornɪ/,How well might it be applied to our everyday existence.,Quanto potrebbe essere applicato alla nostra esistenza quotidiana.,/kwanto potrɛbːe ɛssere apːlikato alla nɔstra ezistɛntsa kwotidjana./,A1,Grammar,"A1,Grammar",
everyone,tutti,/tutːɪ/,Everyone was silent for a minute.,Tutti rimasero in silenzio per un minuto.,/tutːɪ rimazero in silɛntsio per ʊn minuto./,A1,,A1,
everything,tutto,/tutːo/,Absolutely real—have pages and everything.,Assolutamente reale: ha le pagine e tutto il resto.,/assolʊtamente reale: a le padʒine e tutːo il rɛsto./,A1,,A1,
everywhere,ovunque,/ovunkwe/,Everywhere was variety in uniformity.,Ovunque c'era varietà nell'uniformità.,/ovunkwe tʃɛra varieta nellʊniformita./,A1,Grammar,"A1,Grammar",
exam,esame,/ezame/,We had a maths exam today.,Oggi abbiamo avuto un esame di matematica.,/ɔdʒːɪ abːjamo avuto ʊn ezame dɪ matematika./,A1,Social,"A1,Social",
example,esempio,/ezɛmpio/,It was a splendid example.,Era uno splendido esempio.,/ɛra uno splɛndido ezɛmpio./,A1,Social,"A1,Social",
excellent,eccellente,/etʃːellɛnte/,"Indeed, the dinner was excellent.","In effetti, la cena è stata eccellente.","/in effɛtːɪ, la tʃena e stata etʃːellɛnte./",A1,Grammar,"A1,Grammar",
excited,eccitato,/etʃːitato/,"He has kissed another, ’ gasped the excited manager.","Ha baciato un'altra"", esclamò il direttore eccitato.","/a batʃato ʊnaltra"", esklamɔ il diretːore etʃːitato./",A1,Grammar,"A1,Grammar",
exciting,eccitante,/etʃːitante/,This was at once exciting and a little disturbing.,Questo è stato allo stesso tempo eccitante e un po' inquietante.,/kwesto ɛ stato allo stesso tɛmpo etʃːitante e ʊn po inkwjetante./,A1,Grammar,"A1,Grammar",
excuse,scusa,/skuza/,I will dispense with excuses.,Bando alle scuse.,/bando alle skuze./,A1,Social,"A1,Social",
exercise,esercizio,/ezertʃitsio/,"Then there were reading exercises, and a spelling fight.",Poi ci sono stati esercizi di lettura e una gara di spelling.,/pɔi tʃɪ sono statɪ ezertʃitsɪ dɪ letːura e ʊna ɡaɾa dɪ spɛlliŋɡ./,A1,Food,"A1,Food",
expensive,costoso,/kostozo/,It’s inconvenient—and it comes expensive.,È scomodo e costa caro.,/e skɔmodo e kɔsta karo./,A1,Grammar,"A1,Grammar",
explain,spiegare,/spjeɡare/,Have the goodness to explain.,Abbiate la bontà di spiegare.,/abːjate la bonta dɪ spjeɡare./,A1,Social,"A1,Social",
extra,extra,/ɛkstra/,Soon the monks were given extra robes.,Presto i monaci ricevettero vesti extra.,/prɛsto i mɔnatʃɪ ritʃevetːero vɛstɪ ɛkstra./,A1,Social,"A1,Social",
eye,occhio,/ɔkːio/,Could he believe his eyes!,Non poteva credere ai suoi occhi!,/non potɛva kredere aj sʊɔi ɔkːɪ!/,A1,Grammar,"A1,Grammar",
face,viso,/vizo/,Say this to my face!,Dillo in faccia!,/dillo in fatʃːa!/,A1,Social,"A1,Social",
fact,fatto,/fatːo/,"Such, nevertheless, was the fact.","Tuttavia, questo era il fatto.","/tʊtːavia, kwesto ɛra il fatːo./",A1,Social,"A1,Social",
factory,fabbrica,/fabːrika/,And which is the factory?,E qual è la fabbrica?,/e kwal e la fabːrika?/,A1,Shopping,"A1,Shopping",
fair,equo,/ɛkwo/,"That’s the Fair, that is.",Questa è la Fiera.,/kwesta ɛ la fjɛra./,A1,Grammar,"A1,Grammar",
fairy,fata,/fata/,Therein no fairy’s arm can transcend it.,Non c'è braccio di fata che possa trascenderlo.,/non tʃe bratʃːo dɪ fata ke pɔssa traʃɛnderlo./,A1,Social,"A1,Social",
fall,caduta,/kaduta/,What is liable to fall?,Cosa rischia di cadere?,/kɔza riskia dɪ kadere?/,A1,Time & Quantity,"A1,Time & Quantity",
family,famiglia,/famiʎa/,Come they of noble family?,Sono di famiglia nobile?,/sono dɪ famiʎa nɔbile?/,A1,Social,"A1,Social",
famous,famoso,/famozo/,They reflect: ‘I’m well-known and famous.,Riflettono: 'Sono conosciuto e famoso.,/rifletːono: sono konoʃuto e famozo./,A1,Grammar,"A1,Grammar",
fan,ventilatore,/ventilatore/,It most give me the fan-tods.,Mi fa venire i brividi.,/mɪ fa venire i brividɪ./,A1,Social,"A1,Social",
fantastic,fantastico,/fantastiko/,"Our Pearl is a fitful and fantastic little elf, sometimes.","La nostra Perla è un piccolo folletto incostante e fantastico, a volte.","/la nɔstra pɛrla e ʊn pikːolo folletːo inkostante e fantastiko, a vɔlte./",A1,Grammar,"A1,Grammar",
far,lontano,/lontano/,What is the far shore?,Che cos'è la riva lontana?,/ke kozɛ la riva lontana?/,A1,Grammar,"A1,Grammar",
farm,azienda agricola,/adzjɛnda aɡrikola/,"They are wanted in the farm, Mr.","Sono ricercati nella fattoria, Mr.","/sono ritʃerkatɪ nella fatːoria, ɛmmeɛrɾe./",A1,Food,"A1,Food",
farmer,agricoltore,/aɡrikoltore/,The worthy one is a farmer.,Quello degno di nota è un agricoltore.,/kwello deɲɲo dɪ nɔta e ʊn aɡrikoltore./,A1,Social,"A1,Social",
fast,veloce,/velotʃe/,"It is coming fast, Jo.","Sta arrivando velocemente, Jo.","/sta arɾivando velotʃemente, dʒo./",A1,Food,"A1,Food",
fat,grasso,/ɡrasso/,It was the fat boy’s.,Era del ragazzo grasso.,/ɛra del raɡatsːo ɡrasso./,A1,Food,"A1,Food",
father,padre,/padre/,"Are these limbs, conscript fathers!","Sono arti, padri di leva!","/sono artɪ, padrɪ dɪ lɛva!/",A1,Social,"A1,Social",
favorite,preferito,/preferito/,Coligny’s house was a favorite rendezvous.,La casa di Coligny era uno dei ritrovi preferiti.,/la kaza dɪ koliɲɲɪ ɛra uno deɪ ritrɔvɪ preferitɪ./,A1,Social,"A1,Social",
favourite,preferito,/preferito/,"Ah, you are my favourite pupil still.","Ah, sei ancora il mio allievo preferito.","/a, sɛi ankora il mio alliɛvo preferito./",A1,Social,"A1,Social",
feed,alimentazione,/alimentatsione/,Who would the brahmins feed first?,Chi sfamano per primo i bramini?,/kɪ sfamano per primo i braminɪ?/,A1,Food,"A1,Food",
feel,sentire,/sentire/,And what does it feel?,E cosa si prova?,/e kɔza sɪ prɔva?/,A1,Grammar,"A1,Grammar",
feeling,sentimento,/sentimento/,We have no such feeling.,Non abbiamo questa sensazione.,/non abːjamo kwesta sensatsione./,A1,Grammar,"A1,Grammar",
festival,festival,/fɛstival/,Hamburg gave a festival in our honor.,Amburgo ha organizzato un festival in nostro onore.,/amburɡo a orɡanidzːato ʊn fɛstival in nɔstro onore./,A1,Time & Quantity,"A1,Time & Quantity",
fever,febbre,/fɛbːre/,"Are those the fever-houses, Darby?","Sono queste le case della febbre, Darby?","/sono kweste le kaze della fɛbːre, darbɪ?/",A1,Health,"A1,Health",
few,pochi,/pɔkɪ/,That gentleman has few wishes.,Quel signore ha pochi desideri.,/kwel siɲore a pɔkɪ dɛzidɛːrɪ./,A1,Grammar,"A1,Grammar",
field,campo,/kampo/,They’re come from the field.,Vengono dal campo.,/veŋɡono dal kampo./,A1,Grammar,"A1,Grammar",
fifteen,quindici,/kwinditʃɪ/,The successive fifteen are finished.,I quindici successivi sono terminati.,/i kwinditʃɪ sʊtʃːessivɪ sono terminatɪ./,A1,Time & Quantity,"A1,Time & Quantity",
fifth,quinto,/kwinto/,This is the fifth liberation.,Questa è la quinta liberazione.,/kwesta ɛ la kwinta liberatsione./,A1,Social,"A1,Social",
fifty,cinquanta,/tʃinkwanta/,It is nearly fifty miles.,Sono quasi cinquanta miglia.,/sono kwazɪ tʃinkwanta miʎa./,A1,Time & Quantity,"A1,Time & Quantity",
fight,lotta,/lɔtːa/,Shall Ajax fight with Hector?,Aiace deve combattere con Ettore?,/aiatʃe dɛve kombatːere kon ɛtːore?/,A1,Social,"A1,Social",
file,file,/file/,You know what a file is?,Sapete cos'è un file?,/sapete kozɛ ʊn file?/,A1,Social,"A1,Social",
fill,riempire,/riempire/,Fill till the cup be hid.,Riempire fino a coprire la tazza.,/riempire fino a koprire la tatsːa./,A1,Food,"A1,Food",
film,film,/film/,Until this film is formed the filter is not in its most efficient condition.,"Finché non si forma questa pellicola, il filtro non è nelle sue condizioni di massima efficienza.","/finke non sɪ forma kwesta pellikola, il filtro non e nelle sʊe konditsionɪ dɪ massima effitʃɛntsa./",A1,Social,"A1,Social",
final,finale,/finale/,He was their final man.,Era il loro ultimo uomo.,/ɛra il lɔro ultimo wɔmo./,A1,Social,"A1,Social",
find,trovare,/trovare/,Where did she find him?,Dove l'ha trovato?,/dove la trovato?/,A1,Food,"A1,Food",
fine,fine,/fine/,Tim is a fine fellow.,Tim è un bravo ragazzo.,/tim e ʊn bravo raɡatsːo./,A1,Grammar,"A1,Grammar",
finish,finitura,/finitura/,Shall that finish the jest?,Dobbiamo finire la barzelletta?,/dobːjamo finire la bardzelletːa?/,A1,Food,"A1,Food",
fire,incendio,/intʃendio/,There was a beautiful fire.,C'era un bellissimo fuoco.,/tʃɛra ʊn bellissimo fʊɔko./,A1,Social,"A1,Social",
first,prima,/prima/,"Kate, do you go first.","Kate, vai tu per prima.","/keɪt̪, vaj tʊ per prima./",A1,Social,"A1,Social",
fish,pesce,/peʃe/,Give the general composition of fish.,Indicare la composizione generale dei pesci.,/indikare la kompozitsione dʒenerale deɪ peʃɪ./,A1,Social,"A1,Social",
