English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
once,una volta,/ʊna vɔlta/,We have heard only once.,Abbiamo sentito solo una volta.,/abːjamo sentito solo ʊna vɔlta./,A1,Grammar,"A1,Grammar",
online,online,/on laɪn/,The Abhidhānappadīpikāṭīkā is available online at tipitaka.org.,L'Abhidhānappadīpikāṭīkā è disponibile online su tipitaka.org.,/ɛlle a bi akːa i d̪iː akːa aːmakron ɛnne a pi pi a d̪iː iːmakron pi i kapːa aːmakron letːeːraunoeːsɛjd̪iː iːmakron kapːa aːmakron e disponibile on laɪn sʊ tipitaka.ɔrɡ./,A1,Grammar,"A1,Grammar",
only,solo,/solo/,I must only be patient.,Devo solo avere pazienza.,/dɛvo solo avere patsjɛntsa./,A1,Grammar,"A1,Grammar",
open,aperto,/apɛrto/,He was open to conviction.,Era aperto alla condanna.,/ɛra apɛrto alla kondanna./,A1,Grammar,"A1,Grammar",
other,altro,/altro/,Did you expect any other?,Si aspettava altro?,/sɪ aspetːava altro?/,A1,Grammar,"A1,Grammar",
out,fuori,/fʊorɪ/,I can’t make this out.,Non riesco a capire.,/non riesko a kapire./,A1,Grammar,"A1,Grammar",
outside,all'esterno,/allestɛrno/,"Is the other specials outside, Dubbley?","L'altro speciale è fuori, Dubbley?","/laltro spetʃale e fʊorɪ, dubːleɪ?/",A1,Grammar,"A1,Grammar",
own,proprio,/prɔprio/,It was his own room.,Era la sua stanza.,/ɛra la sʊa stantsa./,A1,Grammar,"A1,Grammar",
piano,pianoforte,/pjanofɔrte/,"She is playing the piano, ” Mr.","Sta suonando il pianoforte"", ha detto Mr.","/sta sʊonando il pjanofɔrte"", a detːo ɛmmeɛrɾe./",A1,Grammar,"A1,Grammar",
plane,aereo,/aɛːreo/,Neither has a mathematical plane.,Nessuno dei due ha un piano matematico.,/nessʊno deɪ due a ʊn pjano matematiko./,A1,Grammar,"A1,Grammar",
please,per favore,/per favore/,"Be seated, if you please.","Sedetevi, per favore.","/sedetevɪ, per favore./",A1,Grammar,"A1,Grammar",
pleasure,piacere,/pjatʃere/,I have enjoyed human pleasures.,Ho goduto dei piaceri umani.,/o ɡoduto deɪ pjatʃɛrɪ ʊmanɪ./,A1,Grammar,"A1,Grammar",
poor,povero,/pɔvero/,It is like poor Lucy’s.,È come quella della povera Lucy.,/e kome kwella della pɔvera lusɪ./,A1,Grammar,"A1,Grammar",
popular,popolare,/popolare/,I know I’m not very popular.,So di non essere molto popolare.,/sɔ dɪ non ɛssere molto popolare./,A1,Grammar,"A1,Grammar",
pretty,bella,/bɛlla/,"That’s pretty plain, that is.",Questo è piuttosto chiaro.,/kwesto ɛ pjʊtːɔsto kjaro./,A1,Grammar,"A1,Grammar",
probably,probabilmente,/probabilmente/,But the coincidence is probably accidental.,Ma la coincidenza è probabilmente casuale.,/ma la kointʃidɛntsa e probabilmente kazʊale./,A1,Grammar,"A1,Grammar",
product,prodotto,/prodotːo/,How are the acid products removed?,Come vengono rimossi i prodotti acidi?,/kome veŋɡono rimɔssɪ i prodotːɪ atʃidɪ?/,A1,Grammar,"A1,Grammar",
purple,viola,/vjɔla/,40 Julian had assumed the purple at Carthage.,40 Giuliano aveva assunto la porpora a Cartagine.,/kʊaɾaːnta dʒʊliano aveva assunto la porpora a kartadʒine./,A1,Grammar,"A1,Grammar",
quick,veloce,/velotʃe/,I’ll be tellin’ ye quick!,Ve lo dirò in fretta!,/ve lo diɾɔ in fretːa!/,A1,Grammar,"A1,Grammar",
quickly,rapidamente,/rapidamente/,I must get back quickly.,Devo tornare in fretta.,/dɛvo tornare in fretːa./,A1,Grammar,"A1,Grammar",
quiet,tranquillo,/trankwillo/,They were very quiet again.,Erano di nuovo molto silenziosi.,/ɛrano dɪ nʊɔvo molto silentsjɔzɪ./,A1,Grammar,"A1,Grammar",
quite,abbastanza,/abːastantsa/,He is quite well now.,Ora sta abbastanza bene.,/ora sta abːastantsa bɛne./,A1,Grammar,"A1,Grammar",
rainy,piovoso,/pjovozo/,You should enter the rainy-season residence.,Dovreste entrare nella residenza per la stagione delle piogge.,/dovreste entrare nella rezidɛntsa per la stadʒone delle pjɔdʒːe./,A1,Grammar,"A1,Grammar",
really,davvero,/davvero/,And you really want one?,E ne vuoi davvero uno?,/e ne vʊɔi davvero uno?/,A1,Grammar,"A1,Grammar",
rich,ricco,/rikːo/,These are the two riches.,Queste sono le due ricchezze.,/kweste sono le due rikːetsːe./,A1,Grammar,"A1,Grammar",
right,diritto,/diritːo/,"All right, ’ was the reply.","Va bene"", fu la risposta.","/va bɛne"", fʊ la risposta./",A1,Grammar,"A1,Grammar",
role,ruolo,/rʊɔlo/,Here they take an even more central role.,Qui assumono un ruolo ancora più centrale.,/kwi assumono ʊn rʊɔlo ankora pjʊ tʃentrale./,A1,Grammar,"A1,Grammar",
rude,scortese,/skorteze/,No; but it was very rude.,"No, ma è stato molto scortese.","/nɔ, ma e stato molto skorteze./",A1,Grammar,"A1,Grammar",
sad,triste,/triste/,Why is he so sad?,Perché è così triste?,/perke e kozi triste?/,A1,Grammar,"A1,Grammar",
science,scienza,/ʃɛntsa/,And there was science to an unlimited extent.,E c'era la scienza in misura illimitata.,/e tʃɛra la ʃɛntsa in mizura illimitata./,A1,Grammar,"A1,Grammar",
shy,timido,/timido/,The clergyman’s shy and sensitive reserve had balked this scheme.,Il timido e sensibile riserbo dell'ecclesiastico aveva ostacolato questo progetto.,/il timido e sensibile rizɛrbo dellekːlezjastiko aveva ostakolato kwesto prodʒɛtːo./,A1,Grammar,"A1,Grammar",
sick,malato,/malato/,A sick philosopher is incurable?,Un filosofo malato è incurabile?,/ʊn filɔzofo malato e inkʊrabile?/,A1,Grammar,"A1,Grammar",
similar,simile,/simile/,Similar caltrops are drawn in MS.,Caltre simili sono disegnate nel MS.,/kaltre similɪ sono dizeɲate nel ɛmmeɛsse./,A1,Grammar,"A1,Grammar",
size,dimensione,/dimensjone/,Does not grow to large size.,Non cresce fino a grandi dimensioni.,/non kreʃe fino a ɡrandɪ dimensjonɪ./,A1,Grammar,"A1,Grammar",
skill,abilità,/abilita/,I have not the skill.,Non ne ho la capacità.,/non ne o la kapatʃita./,A1,Grammar,"A1,Grammar",
slow,lento,/lɛnto/,I say lead is slow.,Io dico che il piombo è lento.,/io diko ke il pjɔmbo e lɛnto./,A1,Grammar,"A1,Grammar",
small,piccolo,/pikːolo/,The Small Division is finished.,La Piccola Divisione è finita.,/la pikːola divizione e finita./,A1,Grammar,"A1,Grammar",
smart,intelligente,/intellidʒɛnte/,"You shall smart for this, ’ gasped Mr.","Dovrà pagare per questo"", ha esclamato Mr.","/dovra paɡare per kwesto"", a esklamato ɛmmeɛrɾe./",A1,Grammar,"A1,Grammar",
smell,odore,/odore/,Is it a very nice smell?,È un odore molto gradevole?,/e ʊn odore molto ɡradevole?/,A1,Grammar,"A1,Grammar",
snowy,innevato,/innevato/,Nivose (snowy) was the fourth of these months.,Nivose (nevoso) era il quarto di questi mesi.,/nivoze (nevozo) ɛra il kwarto dɪ kwestɪ mɛzɪ./,A1,Grammar,"A1,Grammar",
social,sociale,/sotʃale/,"Social triumphs, too, had been effected.",Anche i trionfi sociali sono stati realizzati.,/anke i trionfɪ sotʃalɪ sono statɪ realidzːatɪ./,A1,Grammar,"A1,Grammar",
some,alcuni,/alkunɪ/,Some one has done it.,Qualcuno l'ha fatto.,/kwalkuno la fatːo./,A1,Grammar,"A1,Grammar",
sometimes,a volte,/a vɔlte/,"Sometimes they do, worthy Gotama.","A volte lo fanno, degno Gotama.","/a vɔlte lo fanno, deɲɲo ɡotama./",A1,Grammar,"A1,Grammar",
soon,presto,/prɛsto/,I shall see you soon.,Ci vediamo presto.,/tʃɪ vedjamo prɛsto./,A1,Grammar,"A1,Grammar",
sorry,dispiacere,/dispjatʃɛre/,I said I was sorry.,Ho detto che mi dispiace.,/o detːo ke mɪ dispɪaːtʃe./,A1,Grammar,"A1,Grammar",
stand,stand,/stand/,How does it stand now?,Com'è la situazione attuale?,/komɛ la sitʊatsione atːʊale?/,A1,Grammar,"A1,Grammar",
still,ancora,/ankora/,But he is still alive.,Ma è ancora vivo.,/ma e ankora vivo./,A1,Grammar,"A1,Grammar",
strange,strano,/strano/,She is a strange child!,È una bambina strana!,/e ʊna bambina strana!/,A1,Grammar,"A1,Grammar",
strict,rigoroso,/riɡorozo/,This ascetic is much too strict!,Questo asceta è troppo severo!,/kwesto aʃɛta e trɔpːo sevɛro!/,A1,Grammar,"A1,Grammar",
strong,forte,/fɔrte/,You’ll think this tolerably strong.,Penserete che questo sia tollerabilmente forte.,/penserete ke kwesto sia tollerabilmente fɔrte./,A1,Grammar,"A1,Grammar",
successful,successo,/sʊtʃːɛsso/,The last repetition was successful.,L'ultima ripetizione ha avuto successo.,/lultima ripetitsione a avuto sʊtʃːɛsso./,A1,Grammar,"A1,Grammar",
sum,somma,/somma/,"Alms, if the sum borrowed is returned?","L'elemosina, se la somma presa in prestito viene restituita?","/lelemɔzina, se la somma preza in prɛstito vjɛne restitʊita?/",A1,Grammar,"A1,Grammar",
sunny,solare,/solare/,"The sky had changed from clear, sunny cold, to driving sleet and mist.",Il cielo era passato da un freddo limpido e soleggiato a nevischio e nebbia.,/il tʃɛlo ɛra passato da ʊn fredːo limpido e soledʒːato a neviskio e nebːia./,A1,Grammar,"A1,Grammar",
sure,sicuro,/sikuro/,"To be sure, ’ rejoined Mrs.","Certo,"" ribatté Mrs.","/tʃɛrto,"" ribatːe ɛmmeɛrɾeɛsse./",A1,Grammar,"A1,Grammar",
swimming,nuoto,/nʊɔto/,Tom was swimming in bliss.,Tom stava nuotando nella beatitudine.,/tɔm stava nʊotando nella beatitudine./,A1,Grammar,"A1,Grammar",
swimming,nuoto,/nʊɔto/,Tom was swimming in bliss.,Tom stava nuotando nella beatitudine.,/tɔm stava nʊotando nella beatitudine./,A1,Grammar,"A1,Grammar",
tall,alto,/alto/,Is she as tall as me?,È alta come me?,/e alta kome me?/,A1,Grammar,"A1,Grammar",
technology,tecnologia,/teknolodʒia/,"The report says science, technology, and innovation are necessities, not luxuries.","Il rapporto afferma che la scienza, la tecnologia e l'innovazione sono necessità, non lussi.","/il rapːɔrto afferma ke la ʃɛntsa, la teknolodʒia e linnovatsione sono netʃessita, non lussɪ./",A1,Grammar,"A1,Grammar",
terrible,terribile,/terɾibile/,The terrible task was over.,Il terribile compito era terminato.,/il terɾibile kompito ɛra terminato./,A1,Grammar,"A1,Grammar",
there,lì,/li/,There was comfort in this.,Questo mi ha confortato.,/kwesto mɪ a konfortato./,A1,Grammar,"A1,Grammar",
thick,spessa,/spessa/,It was long and thick.,Era lungo e spesso.,/ɛra luŋɡo e spesso./,A1,Grammar,"A1,Grammar",
thin,sottile,/sotːile/,"Come, you thin thing, come, you rascal!","Vieni, magro, vieni, furfante!","/vjɛnɪ, maɡro, vjɛnɪ, fʊrfante!/",A1,Grammar,"A1,Grammar",
thirsty,sete,/sete/,I am thirsty and will drink.,Ho sete e berrò.,/o sete e berɾɔ./,A1,Grammar,"A1,Grammar",
through,attraverso,/atːravɛrso/,"You are going through, sir?","Sta passando, signore?","/sta passando, siɲore?/",A1,Grammar,"A1,Grammar",
tight,stretto,/stretːo/,"But, it was bound too tight for that.",Ma era legato troppo stretto per poterlo fare.,/ma ɛra leɡato trɔpːo stretːo per potɛrlo fare./,A1,Grammar,"A1,Grammar",
tired,stanco,/stanko/,"I was tired, so tired!","Ero stanca, molto stanca!","/ɛro stanka, molto stanka!/",A1,Grammar,"A1,Grammar",
together,insieme,/insɪɛme/,They have long dwelt together.,Hanno vissuto a lungo insieme.,/anno vissuto a luŋɡo insɪɛme./,A1,Grammar,"A1,Grammar",
too,anche,/anke/,I know you too well.,Ti conosco troppo bene.,/tɪ konosko trɔpːo bɛne./,A1,Grammar,"A1,Grammar",
twice,due volte,/due vɔlte/,The trumpets have sounded twice.,Le trombe hanno suonato due volte.,/le trombe anno sʊonato due vɔlte./,A1,Grammar,"A1,Grammar",
ugly,brutto,/brutːo/,"He is handsome, I am ugly.","Lui è bello, io sono brutta.","/lʊi e bɛllo, io sono brutːa./",A1,Grammar,"A1,Grammar",
umbrella,ombrello,/ombrɛllo/,He helped her off with her jacket and took her hat and umbrella.,La aiutò a togliersi la giacca e le prese il cappello e l'ombrello.,/la ajʊtɔ a toʎersɪ la dʒakːa e le preze il kapːɛllo e lombrɛllo./,A1,Grammar,"A1,Grammar",
under,sotto,/sotːo/,"Under it, have I said?","Sotto, ho detto?","/sotːo, o detːo?/",A1,Grammar,"A1,Grammar",
up,su,/su/,I shall be given up.,Sarò abbandonato.,/saɾɔ abːandonato./,A1,Grammar,"A1,Grammar",
upstairs,al piano superiore,/al pjano sʊperiore/,"Now, will you come upstairs?","Ora, vuoi venire di sopra?","/ora, vʊɔi venire dɪ sopra?/",A1,Grammar,"A1,Grammar",
useful,utile,/utile/,You are useful to Mrs.,Lei è utile alla signora.,/lɛi e utile alla siɲora./,A1,Grammar,"A1,Grammar",
usually,di solito,/dɪ sɔlito/,One usually does at a ball.,Di solito lo si fa a un ballo.,/dɪ sɔlito lo sɪ fa a ʊn ballo./,A1,Grammar,"A1,Grammar",
very,molto,/molto/,I was very near it.,Ci sono andato molto vicino.,/tʃɪ sono andato molto vitʃino./,A1,Grammar,"A1,Grammar",
vote,voto,/voto/,I vote you have a men’s four.,Io voto per un quattro maschile.,/io voto per ʊn kwatːro maskile./,A1,Grammar,"A1,Grammar",
warm,caldo,/kaldo/,This is a warm-hearted quality.,Si tratta di una qualità calorosa.,/sɪ tratːa dɪ ʊna kwalita kaloroza./,A1,Grammar,"A1,Grammar",
weather,tempo,/tɛmpo/,The June weather was delicious.,Il clima di giugno è stato delizioso.,/il klima dɪ dʒuɲɲo e stato delitsjozo./,A1,Grammar,"A1,Grammar",
wonderful,meraviglioso,/meraviʎozo/,It is so passing wonderful!,È un passaggio meraviglioso!,/e ʊn passadʒːo meraviʎozo!/,A1,Grammar,"A1,Grammar",
world,mondo,/mondo/,All the world knows that.,Tutto il mondo lo sa.,/tutːo il mondo lo sa./,A1,Grammar,"A1,Grammar",
worry,preoccupazione,/preokːʊpatsione/,"Do you worry about me, Jo?","Ti preoccupi per me, Jo?","/tɪ preokːʊpɪ per me, dʒo?/",A1,Grammar,"A1,Grammar",
wrong,sbagliato,/zbaʎato/,This is their wrong view.,Questa è la loro visione sbagliata.,/kwesta ɛ la lɔro vizione zbaʎata./,A1,Grammar,"A1,Grammar",
yeah,Sì,/siː/,"Yeah, he kept cancelling the operation before it could finish.","Sì, continuava a cancellare l'operazione prima che potesse finire.","/siː, kontinʊava a kantʃellare loperatsione prima ke potesse finire./",A1,Grammar,"A1,Grammar",
yellow,giallo,/dʒallo/,"This is the ""yellow spot.","Questo è il ""punto giallo"".","/kwesto ɛ iːl ""punto dʒallo""./",A1,Grammar,"A1,Grammar",
yet,eppure,/epːure/,You shall yet be convinced.,Sarete ancora convinti.,/sarete ankora konvintɪ./,A1,Grammar,"A1,Grammar",
